,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
3526,3839431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2387d144441b75cd8b72f1bac6e8131,2023-03-19,67.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3527,3839512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce532c74f19a18d5a691824e208429dd,2023-04-29,78.0,Substitutions,355369.0,N/A,186988.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3528,3912575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c9405330a68402710586eb5b39119e1,2022-10-06,74.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3529,3912577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687312ee6590be68aad1a336048a2196,2022-10-27,63.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3530,3912578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f49fc1ce42e8f00b9279144db41c276,2022-10-13,67.0,Substitutions,355369.0,N/A,186988.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3531,3949450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f5b0564a17602660907658075ef29df,2023-01-31,63.0,Substitutions,355369.0,N/A,117432.0,Jordan,2023.0,18.0,jordan,United States,1996-04-26,Centre-Forward,Attack,right,191.0,7000000.0,10000000.0,2024-06-30,Gestifute
3533,2618636.0,CL,2015.0,Group F,2015-12-09,0.0,2.0,N/A,N/A,Zoran Mamic,Pep Guardiola,Maksimir,19681.0,Martin StrÃ¶mbergsson,N/A,FC Bayern MÃ¼nchen,00:02:00,international_cup,2618636_161204,161204.0,2015-12-09,Julian Green,CL,0.0,0.0,0.0,0.0,62.0,,,,,,,,141e291d7de9690a25a41ca7156566d5,2015-12-09,62.0,Substitutions,161204.0,N/A,37666.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3534,2754880.0,DFB,2016.0,Second Round,2016-10-26,3.0,1.0,N/A,N/A,Carlo Ancelotti,Dirk Schuster,Allianz Arena,73500.0,Sascha Stegemann,FC Bayern MÃ¼nchen,FC Augsburg 1907,03:01:00,domestic_cup,2754880_161204,161204.0,2016-10-26,Julian Green,DFB,0.0,0.0,1.0,0.0,89.0,,,,,,,,640f31568b4343f2f84ecc5e719196f3,2016-10-26,41.0,Goals,161204.0,", Header, 1. Tournament Goal",-,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3536,2460649.0,L1,2014.0,3. Matchday,2014-09-14,2.0,0.0,3.0,18.0,Tayfun Korkut,Mirko Slomka,Heinz-von-Heiden-Arena,49000.0,Markus Schmidt,Hannover 96,Hamburger SV,02:00:00,domestic_league,2460649_161204,161204.0,2014-09-14,Julian Green,L1,0.0,0.0,0.0,0.0,45.0,,,,,,,,027e320f478b2e83c36828ef7f832bd6,2014-09-14,46.0,Substitutions,161204.0,N/A,103547.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3537,3195538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24ab2a9dd6d3ac70f611d59b28da186d,2019-08-11,62.0,Substitutions,161204.0,N/A,284248.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3538,3426221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b96c6921d8bd0e945d55c2c46db7c95,2020-09-12,98.0,Goals,161204.0,", Right-footed shot, 1. Tournament Goal",-,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3540,3485249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e61bb4b57b07a870bafb71a6d5d1eae1,2020-12-22,75.0,Substitutions,161204.0,N/A,451340.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3541,3588143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536bec84589998df631f516263b7c958,2021-08-14,70.0,Substitutions,161204.0,N/A,379979.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3542,3588171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db852b17d93ad78c898249704377e379,2021-08-28,60.0,Substitutions,161204.0,N/A,518505.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3543,3588183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47aa64114e15da5ee2e156436853e788,2021-09-11,60.0,Substitutions,161204.0,N/A,192300.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3544,3588219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5633c10b826f56029d18e8f8a8dfcc3,2021-09-24,86.0,Substitutions,161204.0,N/A,518505.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3545,3588279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d24720f3b6361144e698f40baf6db36,2021-10-30,76.0,Substitutions,161204.0,N/A,310662.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3546,3588291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7011883a5c7d6e024f7f2dcc02681694,2021-11-07,73.0,Substitutions,161204.0,N/A,310662.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3547,3588304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31f4fe14f09a5789031ae87438c1c056,2021-11-20,46.0,Substitutions,161204.0,N/A,388363.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3548,3588534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38f9518d60cd7abf3628da6801fe711b,2022-03-13,46.0,Substitutions,161204.0,N/A,310662.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3549,3588588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581e52f19c6ead55b369e0e9d0682fb5,2022-04-09,78.0,Substitutions,161204.0,N/A,136181.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3550,3588594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c21f52b10bccb97a17a2fe6abcbcee0,2022-04-17,90.0,Substitutions,161204.0,N/A,247661.0,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3551,3601591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65c7526fc4ee2617805a7fbf905ee5ec,2021-08-07,85.0,Goals,161204.0,", Header, 1. Tournament Goal",-,Julian Green,2021.0,65.0,julian-green,United States,1995-06-06,Central Midfield,Midfield,right,173.0,1000000.0,2000000.0,2024-06-30,acta7
3552,3050370.0,GB1,2018.0,22. Matchday,2019-01-12,2.0,1.0,4.0,18.0,Maurizio Sarri,Rafael BenÃ­tez,Stamford Bridge,40491.0,Chris Kavanagh,Chelsea Football Club,Newcastle United Football Club,02:01:00,domestic_league,3050370_255916,255916.0,2019-01-12,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,82.0,,,,,,,,ced8c98d2cc5934f61343daa60e23417,2019-01-12,82.0,Substitutions,255916.0,N/A,162029.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3553,3219136.0,GB1,2019.0,36. Matchday,2020-07-15,1.0,3.0,13.0,7.0,Steve Bruce,JosÃ© Mourinho,St James' Park,50970.92592592593,David Coote,Newcastle United Football Club,Tottenham Hotspur Football Club,01:03:00,domestic_league,3219136_255916,255916.0,2020-07-15,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,55.0,,,,,,,,207317269d729b65f703a640c69b529c,2020-07-15,55.0,Substitutions,255916.0,N/A,186368.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3554,3050193.0,GB1,2018.0,3. Matchday,2018-08-26,1.0,2.0,16.0,3.0,Rafael BenÃ­tez,Maurizio Sarri,St James' Park,51791.0,Paul Tierney,Newcastle United Football Club,Chelsea Football Club,01:02:00,domestic_league,3050193_255916,255916.0,2018-08-26,DeAndre Yedlin,GB1,0.0,0.0,0.0,1.0,90.0,,,,,,,,ab9b7afbbe1797aaca72e9f019d60be9,2018-08-26,87.0,Goals,255916.0,", Own-goal",-,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3555,2578009.0,GB1,2015.0,11. Matchday,2015-11-01,6.0,2.0,9.0,19.0,Roberto MartÃ­nez,Sam Allardyce,Goodison Park,36617.0,Andre Marriner,Everton Football Club,Sunderland AFC,06:02:00,domestic_league,2578009_255916,255916.0,2015-11-01,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,64.0,,,,,,,,e4def7b78b0849bda2fe79b69074c85f,2015-11-01,64.0,Substitutions,255916.0,N/A,31720.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3557,3219232.0,GB1,2019.0,25. Matchday,2020-02-01,0.0,0.0,12.0,20.0,Steve Bruce,Daniel Farke,St James' Park,52204.0,Martin Atkinson,Newcastle United Football Club,Norwich City,00:00:00,domestic_league,3219232_255916,255916.0,2020-02-01,DeAndre Yedlin,GB1,1.0,0.0,0.0,0.0,54.0,,,,,,,,392ae23b5fc8f509701ca5b50fc61c8d,2020-02-01,54.0,Substitutions,255916.0,N/A,186368.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3558,2872240.0,GB1,2017.0,13. Matchday,2017-11-25,0.0,3.0,14.0,8.0,Rafael BenÃ­tez,Marco Silva,St James' Park,52188.0,Chris Kavanagh,Newcastle United Football Club,Watford FC,00:03:00,domestic_league,2872240_255916,255916.0,2017-11-25,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,dac400629b32eebde09480ea0c10f308,2017-11-25,45.0,Goals,255916.0,", Own-goal",-,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3559,2578270.0,GB1,2015.0,38. Matchday,2016-05-15,2.0,2.0,13.0,17.0,Quique SÃ¡nchez Flores,Sam Allardyce,Vicarage Road,21012.0,Kevin Friend,Watford FC,Sunderland AFC,02:02:00,domestic_league,2578270_255916,255916.0,2016-05-15,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,76.0,,,,,,,,cda9457ae0e8da30841c46d6c72d8425,2016-05-15,76.0,Substitutions,255916.0,N/A,36866.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3560,3050204.0,GB1,2018.0,4. Matchday,2018-09-01,2.0,1.0,4.0,18.0,Pep Guardiola,Rafael BenÃ­tez,Etihad Stadium,53946.0,Kevin Friend,Manchester City Football Club,Newcastle United Football Club,02:01:00,domestic_league,3050204_255916,255916.0,2018-09-01,DeAndre Yedlin,GB1,0.0,0.0,1.0,0.0,90.0,,,,,,,,a167f8d2cbfda1b5cb64ab8008fc224f,2018-09-01,30.0,Goals,255916.0,", Right-footed shot, 1. Goal of the Season",-,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3561,2578061.0,GB1,2015.0,16. Matchday,2015-12-12,0.0,1.0,19.0,7.0,Sam Allardyce,Quique SÃ¡nchez Flores,Stadium of Light,43989.0,Graham Scott,Sunderland AFC,Watford FC,00:01:00,domestic_league,2578061_255916,255916.0,2015-12-12,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,19.0,,,,,,,,0edc7b0d1ec6b6748565ec40f69e6298,2015-12-12,19.0,Substitutions,255916.0,N/A,57079.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3562,3050234.0,GB1,2018.0,7. Matchday,2018-09-29,0.0,2.0,18.0,8.0,Rafael BenÃ­tez,Claude Puel,St James' Park,51523.0,Simon Hooper,Newcastle United Football Club,Leicester City,00:02:00,domestic_league,3050234_255916,255916.0,2018-09-29,DeAndre Yedlin,GB1,0.0,0.0,0.0,1.0,80.0,,,,,,,,6e5b687e9b33c06dafccbc9da28f65dd,2018-09-29,80.0,Substitutions,255916.0,N/A,162029.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3563,3219360.0,GB1,2019.0,12. Matchday,2019-11-09,2.0,1.0,13.0,9.0,Steve Bruce,Eddie Howe,St James' Park,44424.0,Martin Atkinson,Newcastle United Football Club,Association Football Club Bournemouth,02:01:00,domestic_league,3219360_255916,255916.0,2019-11-09,DeAndre Yedlin,GB1,0.0,0.0,1.0,0.0,90.0,,,,,,,,b4bfb776ad72c922b81446298b7fa92d,2019-11-09,42.0,Goals,255916.0,", Header, 1. Goal of the Season",-,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3564,2814292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4de02e90917f97c296057b7242665fbc,2017-01-18,75.0,Substitutions,255916.0,N/A,206225.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3565,3421839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dd3f78d4bc3f592259af9c945c8a9d8,2021-01-03,79.0,Substitutions,255916.0,N/A,48066.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3566,3421848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779a3ce50cd921545cdb833a255e71a2,2021-01-12,84.0,Substitutions,255916.0,N/A,199527.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3567,3427061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f419803b3e789452bea5459bc13cc70,2021-03-03,46.0,Substitutions,255916.0,N/A,137582.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3568,3427094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab8fa09f3aaeea4c268f36989bf35d0b,2021-03-19,14.0,Goals,255916.0,", Tap-in, 1. Goal of the Season",-,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3569,3427126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25942ad32038cfa7f4ec5a9906397a3b,2021-04-10,28.0,Substitutions,255916.0,N/A,169873.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3570,3427205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e026c1b248071b115f7bc4d1f0d6e36,2021-05-15,46.0,Substitutions,255916.0,N/A,169873.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3571,3612875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849346089e29a64595a94b64c45eee13,2021-09-19,73.0,Substitutions,255916.0,N/A,117586.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3572,3612923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfdf5edeee59ef621220f1e5c9a632ad,2021-10-25,78.0,Substitutions,255916.0,N/A,117586.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3573,3612975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a481cae83fd7552d248027531585bde,2021-12-04,90.0,Substitutions,255916.0,N/A,16135.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3574,3612996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298c1f380d534486ea5895f7d1b5c256,2021-12-18,66.0,Substitutions,255916.0,N/A,248219.0,DeAndre Yedlin,2021.0,141.0,deandre-yedlin,United States,1993-07-09,Right-Back,Defender,right,173.0,2000000.0,8000000.0,2025-12-31,Mega Sports
3575,3061048.0,NL1,2018.0,6. Matchday,2018-09-22,4.0,4.0,11.0,8.0,RenÃ© Eijer,Adrie Koster,Fortuna Sittard Stadion,8537.0,Allard Lindhout,Fortuna Sittardia Combinatie,Willem II Tilburg,04:04:00,domestic_league,3061048_336160,336160.0,2018-09-22,Andrija Novakovich,NL1,0.0,0.0,2.0,0.0,90.0,,,,,,,,e4adb91eeaa181b47de4dc4aaf971144,2018-09-22,40.0,Goals,336160.0,", Right-footed shot, 3. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3577,3077284.0,NL1,2018.0,17. Matchday,2018-12-22,0.0,0.0,9.0,15.0,RenÃ© Eijer,Danny Buijs,Fortuna Sittard Stadion,8283.0,Allard Lindhout,Fortuna Sittardia Combinatie,FC Groningen,00:00:00,domestic_league,3077284_336160,336160.0,2018-12-22,Andrija Novakovich,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,0230dbd2c620d3e4c48d05c072949006,2018-12-22,90.0,Substitutions,336160.0,N/A,225431.0,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3578,3052147.0,NL1,2018.0,4. Matchday,2018-09-01,1.0,1.0,18.0,11.0,RenÃ© Eijer,Jean-Paul de Jong,Fortuna Sittard Stadion,7643.0,Rob Dieperink,Fortuna Sittardia Combinatie,Football Club Utrecht,01:01:00,domestic_league,3052147_336160,336160.0,2018-09-01,Andrija Novakovich,NL1,0.0,0.0,1.0,0.0,90.0,,,,,,,,f0e53e4e084d004f3cddb8d3ecad86f7,2018-09-01,74.0,Goals,336160.0,", Deflected shot on goal, 2. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3579,3052119.0,NL1,2018.0,2. Matchday,2018-08-18,1.0,2.0,14.0,2.0,RenÃ© Eijer,Mark van Bommel,Fortuna Sittard Stadion,11135.0,Pol van Boekel,Fortuna Sittardia Combinatie,Eindhovense Voetbalvereniging Philips Sport Vereniging,01:02:00,domestic_league,3052119_336160,336160.0,2018-08-18,Andrija Novakovich,NL1,0.0,0.0,1.0,0.0,90.0,,,,,,,,afa976ece8fb41655198abed6c25dc12,2018-08-18,61.0,Goals,336160.0,", Right-footed shot, 1. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3580,3141135.0,NL1,2018.0,26. Matchday,2019-03-15,3.0,1.0,13.0,17.0,RenÃ© Eijer,Dick Lukkien,Fortuna Sittard Stadion,10232.0,Danny Makkelie,Fortuna Sittardia Combinatie,FC Emmen,03:01:00,domestic_league,3141135_336160,336160.0,2019-03-15,Andrija Novakovich,NL1,0.0,0.0,1.0,1.0,90.0,,,,,,,,33b6a9bd4b1b491dcae7141114bee0bb,2019-03-15,45.0,Goals,336160.0,", Header, 7. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3581,3141178.0,NL1,2018.0,30. Matchday,2019-04-13,1.0,1.0,14.0,13.0,RenÃ© Eijer,Maurice Steijn,Fortuna Sittard Stadion,9511.0,Christiaan Bax,Fortuna Sittardia Combinatie,VVV-Venlo,01:01:00,domestic_league,3141178_336160,336160.0,2019-04-13,Andrija Novakovich,NL1,0.0,0.0,1.0,0.0,90.0,,,,,,,,5a3c9734cd6944e5eb7408cd95294286,2019-04-13,11.0,Goals,336160.0,", Tap-in, 9. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3582,3141145.0,NL1,2018.0,27. Matchday,2019-03-30,3.0,2.0,8.0,14.0,Adrie Koster,RenÃ© Eijer,Koning Willem II Stadion,14270.0,Richard Martens,Willem II Tilburg,Fortuna Sittardia Combinatie,03:02:00,domestic_league,3141145_336160,336160.0,2019-03-30,Andrija Novakovich,NL1,0.0,0.0,1.0,0.0,90.0,,,,,,,,acc367ff39cf039849d5bb58b8344fda,2019-03-30,32.0,Goals,336160.0,", Tap-in, 8. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3583,3141183.0,NL1,2018.0,31. Matchday,2019-04-21,2.0,1.0,14.0,18.0,RenÃ© Eijer,Ruud Brood,Fortuna Sittard Stadion,10266.0,Pol van Boekel,Fortuna Sittardia Combinatie,NAC Breda,02:01:00,domestic_league,3141183_282199,282199.0,2019-04-21,Erik Palmer-Brown,NL1,0.0,0.0,0.0,0.0,45.0,,,,,,,,1cc101dd9815c2f95c2a736bd082f427,2019-04-21,34.0,Substitutions,336160.0,N/A,241486.0,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3585,3137423.0,NLP,2018.0,Quarter-Finals,2019-01-23,4.0,1.0,N/A,N/A,Giovanni van Bronckhorst,RenÃ© Eijer,"Stadion Feyenoord ""De Kuip""",25000.0,Serdar GÃ¶zÃ¼bÃ¼yÃ¼k,Feyenoord Rotterdam,Fortuna Sittardia Combinatie,04:01:00,domestic_cup,3137423_336160,336160.0,2019-01-23,Andrija Novakovich,NLP,0.0,0.0,1.0,0.0,86.0,,,,,,,,8342c6cd717785550a7abda84c852bd4,2019-01-23,54.0,Goals,336160.0,", Right-footed shot, 1. Tournament Goal",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3587,3141089.0,NL1,2018.0,33. Matchday,2019-05-12,3.0,0.0,8.0,15.0,Danny Buijs,RenÃ© Eijer,Euroborg,19738.0,Jeroen Manschot,FC Groningen,Fortuna Sittardia Combinatie,03:00:00,domestic_league,3141089_336160,336160.0,2019-05-12,Andrija Novakovich,NL1,0.0,0.0,0.0,0.0,64.0,,,,,,,,ac07c7378c1bb8858fffdb89a71f95da,2019-05-12,64.0,Substitutions,336160.0,N/A,225431.0,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
3588,3141096.0,NL1,2018.0,21. Matchday,2019-02-10,4.0,1.0,9.0,16.0,RenÃ© Eijer,Adrie Poldervaart,Fortuna Sittard Stadion,8479.0,Christiaan Bax,Fortuna Sittardia Combinatie,Excelsior Rotterdam,04:01:00,domestic_league,3141096_336160,336160.0,2019-02-10,Andrija Novakovich,NL1,0.0,0.0,1.0,0.0,90.0,,,,,,,,9a09e6724af4ec049ef215a4bfe8450c,2019-02-10,90.0,Goals,336160.0,", Left-footed shot, 5. Goal of the Season",-,Andrija Novakovich,2018.0,385.0,andrija-novakovich,United States,1996-09-21,Centre-Forward,Attack,right,192.0,900000.0,1700000.0,2026-06-30,N/A
