,game_id,competition_id_game,season,round,date_game,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_Merged,date_appearances,player_name_Merged,competition_id_appearances,yellow_cards,red_cards,goals,assists,minutes_played,game_lineups_id,type_Merged2,number,player_id_lineups,player_name_lineups,team_captain,position_Merged3,game_event_id,date,minute,type_events,player_id,description,Sub/Assist_player_id,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_final,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name
66,2725298.0,ELQ,2016.0,3rd round 2nd leg,2016-08-04,3.0,1.0,N/A,N/A,Alexander Zorniger,PÃ¡l DÃ¡rdai,BrÃ¸ndby Stadion,17102.0,Pawel Gil,BrÃ¸ndby IdrÃ¦tsforening,Hertha BSC,03:01:00,international_cup,2725298_124732,124732.0,2016-08-04,John Anthony Brooks,ELQ,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2805639.0,CL,2016.0,last 16 1st leg,2017-02-14,1.0,0.0,N/A,N/A,Rui VitÃ³ria,Thomas Tuchel,EstÃ¡dio da Luz,55124.0,Nicola Rizzoli,Sport Lisboa e Benfica,Borussia Dortmund,01:00:00,international_cup,2805639_315779,315779.0,2017-02-14,Christian Pulisic,CL,1.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2808480.0,NLP,2016.0,Quarter-Finals,2017-01-26,2.0,0.0,N/A,N/A,Henk Fraser,Giovanni van Bronckhorst,GelreDome,15673.0,Danny Makkelie,Stichting Betaald Voetbal Vitesse Arnhem,Feyenoord Rotterdam,02:00:00,domestic_cup,2808480_245893,245893.0,2017-01-26,Matt Miazga,NLP,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2840056.0,DFB,2016.0,Semi-Finals,2017-04-26,2.0,3.0,N/A,N/A,Carlo Ancelotti,Thomas Tuchel,Allianz Arena,75000.0,Manuel GrÃ¤fe,FC Bayern MÃ¼nchen,Borussia Dortmund,02:03:00,domestic_cup,2840056_315779,315779.0,2017-04-26,Christian Pulisic,DFB,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2864877.0,BE1,2017.0,1. Matchday,2017-07-29,0.0,4.0,15.0,2.0,RÃºnar Kristinsson,Ivan Leko,Daknamstadion,7441.0,SÃ©bastien DelferiÃ¨re,KSC Lokeren (- 2020),Club Brugge Koninklijke Voetbalvereniging,00:04:00,domestic_league,2864877_242284,242284.0,2017-07-29,Ethan Horvath,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2871549.0,L1,2017.0,2. Matchday,2017-08-26,2.0,2.0,12.0,5.0,Manuel Baum,Dieter Hecking,WWK ARENA,29243.0,Sascha Stegemann,FC Augsburg 1907,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,02:02:00,domestic_league,2871549_31041,31041.0,2017-08-26,Fabian Johnson,L1,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2871597.0,L1,2017.0,3. Matchday,2017-09-08,0.0,2.0,7.0,4.0,Markus Gisdol,Ralph HasenhÃ¼ttl,Volksparkstadion,50231.0,Deniz Aytekin,Hamburger SV,RasenBallsport Leipzig,00:02:00,domestic_league,2871597_72519,72519.0,2017-09-08,Bobby Wood,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2871996.0,L1,2017.0,12. Matchday,2017-11-18,3.0,1.0,13.0,17.0,Martin Schmidt,Christian Streich,Volkswagen Arena,23744.0,Manuel GrÃ¤fe,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,Sport-Club Freiburg,03:01:00,domestic_league,2871996_124732,124732.0,2017-11-18,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2872101.0,L1,2017.0,34. Matchday,2018-05-12,1.0,0.0,2.0,8.0,Domenico Tedesco,Niko Kovac,Veltins-Arena,61585.0,Frank Willenborg,FC Schalke 04,Eintracht Frankfurt FuÃŸball AG,01:00:00,domestic_league,2872101_332697,332697.0,2018-05-12,Weston McKennie,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2875102.0,DK1,2017.0,3. Matchday,2017-07-30,2.0,1.0,5.0,14.0,Jess Thorup,Ã“lafur Helgi KristjÃ¡nsson,MCH Arena,5372.0,Michael Tykgaard,Fodbold Club Midtjylland,Randers Fodbold Club,02:01:00,domestic_league,2875102_131183,131183.0,2017-07-30,Perry Kitchen,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2877344.0,NL1,2017.0,23. Matchday,2018-02-11,3.0,1.0,7.0,4.0,Henk Fraser,Giovanni van Bronckhorst,GelreDome,16459.0,Dennis Higler,Stichting Betaald Voetbal Vitesse Arnhem,Feyenoord Rotterdam,03:01:00,domestic_league,2877344_245893,245893.0,2018-02-11,Matt Miazga,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2906867.0,BE1,2017.0,6. Matchday,2017-09-09,2.0,1.0,3.0,2.0,Mircea Rednic,Ivan Leko,Le Canonnier,9579.0,Alexandre Boucaut,Royal Excel Mouscron (-2022),Club Brugge Koninklijke Voetbalvereniging,02:01:00,domestic_league,2906867_242284,242284.0,2017-09-09,Ethan Horvath,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2224665.0,DK1,2012.0,22. Matchday,2013-03-11,1.0,1.0,7.0,2.0,Glen Riddersholm,Kasper Hjulmand,MCH Arena,3271.0,Michael Tykgaard,Fodbold Club Midtjylland,Fodbold Club NordsjÃ¦lland,01:01:00,domestic_league,2224665_161244,161244.0,2013-03-11,Conor O'Brien,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2230141.0,GB1,2012.0,1. Matchday,2012-08-18,2.0,1.0,6.0,14.0,Alan Pardew,AndrÃ© Villas-Boas,St James' Park,52385.0,Martin Atkinson,Newcastle United Football Club,Tottenham Hotspur Football Club,02:01:00,domestic_league,2230141_3476,3476.0,2012-08-18,Brad Friedel,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2250149.0,GB1,2012.0,25. Matchday,2013-02-03,0.0,1.0,9.0,4.0,Steve Clarke,AndrÃ© Villas-Boas,The Hawthorns,24978.0,Mark Clattenburg,West Bromwich Albion,Tottenham Hotspur Football Club,00:01:00,domestic_league,2250149_27577,27577.0,2013-02-03,Clint Dempsey,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2321063.0,L1,2013.0,4. Matchday,2013-08-31,2.0,0.0,13.0,3.0,Jens Keller,Sami HyypiÃ¤,Veltins-Arena,61973.0,Peter Gagelmann,FC Schalke 04,Bayer 04 Leverkusen FuÃŸball,02:00:00,domestic_league,2321063_1321,1321.0,2013-08-31,Jermaine Jones,L1,0.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2321080.0,L1,2013.0,5. Matchday,2013-09-13,0.0,1.0,8.0,10.0,Jos Luhukay,Thomas Schneider,Olympiastadion Berlin,46624.0,Deniz Aytekin,Hertha BSC,Verein fÃ¼r Bewegungsspiele Stuttgart 1893,00:01:00,domestic_league,2321080_124732,124732.0,2013-09-13,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2503726.0,BE1,2014.0,11. Matchday,2014-10-18,2.0,2.0,3.0,11.0,Hein Vanhaezebrouck,Felice MazzÃ¹,Ghelamco Arena,16606.0,Christof Dierick,Koninklijke Atletiek Associatie Gent,Royal Charleroi Sporting Club,02:02:00,domestic_league,2503726_209019,209019.0,2014-10-18,Kenny Saief,BE1,0.0,0.0,0.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2581331.0,DK1,2015.0,22. Matchday,2016-03-20,1.0,3.0,9.0,7.0,Colin Todd,Johnny MÃ¶lby,Cepheus Park Randers,4869.0,Dennis Mogensen,Randers Fodbold Club,Viborg Fodsports Forening,01:03:00,domestic_league,2581331_265671,265671.0,2016-03-20,George Fochive,DK1,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2697662.0,DK1,2016.0,22. Matchday,2017-02-18,1.0,0.0,8.0,9.0,Peter SÃ¶rensen,Bo Henriksen,MASCOT PARK,3764.0,Jens Maae,Silkeborg IdrÃ¦tsforening,AC Horsens,01:00:00,domestic_league,2697662_141704,141704.0,2017-02-18,Steve Clark,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2763362.0,NLP,2016.0,Second Round,2016-10-26,4.0,1.0,N/A,N/A,Henk Fraser,Peter van den Berg,GelreDome,5196.0,Dennis Higler,Stichting Betaald Voetbal Vitesse Arnhem,Rooms Katholieke Combinatie Waalwijk,04:01:00,domestic_cup,2763362_245893,245893.0,2016-10-26,Matt Miazga,NLP,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2224676.0,DK1,2012.0,24. Matchday,2013-03-29,4.0,2.0,2.0,6.0,Kasper Hjulmand,Peter SÃ¶rensen,Right to Dream Park,4212.0,Anders Poulsen,Fodbold Club NordsjÃ¦lland,Aarhus Gymnastik Forening,04:02:00,domestic_league,2224676_161244,161244.0,2013-03-29,Conor O'Brien,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2329424.0,DK1,2013.0,24. Matchday,2014-03-30,0.0,1.0,11.0,4.0,Auri Skarbalius,Thomas Frank,Viborg Stadion,7736.0,Peter Kjaersgaard,Viborg Fodsports Forening,BrÃ¸ndby IdrÃ¦tsforening,00:01:00,domestic_league,2329424_140069,140069.0,2014-03-30,Babajide Ogunbiyi,DK1,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2460786.0,L1,2014.0,18. Matchday,2015-01-31,0.0,1.0,17.0,3.0,Huub Stevens,Lucien Favre,Mercedes-Benz Arena,46200.0,Christian Dingert,Verein fÃ¼r Bewegungsspiele Stuttgart 1893,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,00:01:00,domestic_league,2460786_31041,31041.0,2015-01-31,Fabian Johnson,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2581389.0,DK1,2015.0,32. Matchday,2016-05-26,0.0,2.0,12.0,4.0,Ove Pedersen,Auri Skarbalius,DS Arena,3231.0,Benjamin Helm Svedborg,Hobro IK,BrÃ¸ndby IdrÃ¦tsforening,00:02:00,domestic_league,2581389_140069,140069.0,2016-05-26,Babajide Ogunbiyi,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2697560.0,DK1,2016.0,9. Matchday,2016-09-18,0.0,2.0,6.0,1.0,Bo Henriksen,Stale Solbakken,Nordstern Arena Horsens,6095.0,Peter Kjaersgaard,AC Horsens,Football Club KÃ¸benhavn,00:02:00,domestic_league,2697560_161244,161244.0,2016-09-18,Conor O'Brien,DK1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2732267.0,BE1,2016.0,29. Matchday,2017-03-04,2.0,3.0,12.0,7.0,Cedomir Janevski,Hein Vanhaezebrouck,Freethielstadion,7129.0,Nicolas Laforge,SK Beveren,Koninklijke Atletiek Associatie Gent,02:03:00,domestic_league,2732267_209019,209019.0,2017-03-04,Kenny Saief,BE1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2699126.0,DFB,2016.0,First Round,2016-08-22,0.0,1.0,N/A,N/A,Torsten Ziegner,Bruno Labbadia,GGZ-Arena,10134.0,Robert Kempter,N/A,Hamburger SV,00:01:00,domestic_cup,2699126_72519,72519.0,2016-08-22,Bobby Wood,DFB,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2700383.0,ELQ,2016.0,First Round 2nd leg,2016-07-06,2.0,4.0,N/A,N/A,Aleksandr Pushtov,Robbie Neilson,A. Le Coq Arena,1354.0,Petr Ardeleanu,N/A,Heart of Midlothian Football Club,02:04:00,international_cup,2700383_131183,131183.0,2016-07-06,Perry Kitchen,ELQ,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2740120.0,CLQ,2016.0,Qualifying Round 1st leg,2016-08-16,1.0,3.0,N/A,N/A,Adi HÃ¼tter,AndrÃ© Schubert,Stadion Wankdorf,30224.0,Nicola Rizzoli,N/A,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,01:03:00,international_cup,2740120_31041,31041.0,2016-08-16,Fabian Johnson,CLQ,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2752501.0,ELQ,2016.0,Qualifying Round 2nd leg,2016-08-25,0.0,4.0,N/A,N/A,Bruno Akrapovic,Hein Vanhaezebrouck,Nacionalna Arena Tose Proeski,30252.0,Luca Banti,N/A,Koninklijke Atletiek Associatie Gent,00:04:00,international_cup,2752501_209019,209019.0,2016-08-25,Kenny Saief,ELQ,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2957387.0,DFB,2017.0,Round of 16,2017-12-20,2.0,1.0,N/A,N/A,Jupp Heynckes,Peter StÃ¶ger,Allianz Arena,75000.0,Sascha Stegemann,FC Bayern MÃ¼nchen,Borussia Dortmund,02:01:00,domestic_cup,2957387_315779,315779.0,2017-12-20,Christian Pulisic,DFB,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,3047527.0,FR1,2018.0,7. Matchday,2018-09-25,1.0,2.0,19.0,11.0,Miguel Cardoso,Patrick Vieira,Stade de la Beaujoire,16604.0,Mikael Lesage,Football Club de Nantes,Olympique Gymnaste Club Nice CÃ´te d'Azur,01:02:00,domestic_league,3047527_245893,245893.0,2018-09-25,Matt Miazga,FR1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3050264.0,GB1,2018.0,10. Matchday,2018-10-27,0.0,0.0,16.0,19.0,Mark Hughes,Rafael BenÃ­tez,St Mary's Stadium,30736.0,Chris Kavanagh,Southampton FC,Newcastle United Football Club,00:00:00,domestic_league,3050264_255916,255916.0,2018-10-27,DeAndre Yedlin,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3050436.0,GB1,2018.0,27. Matchday,2019-02-22,3.0,1.0,9.0,19.0,Manuel Pellegrini,Claudio Ranieri,London Stadium,59950.0,Lee Mason,West Ham United Football Club,Fulham Football Club,03:01:00,domestic_league,3050436_145466,145466.0,2019-02-22,Tim Ream,GB1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,3058467.0,L1,2018.0,6. Matchday,2018-09-29,2.0,2.0,7.0,4.0,Bruno Labbadia,Dieter Hecking,Volkswagen Arena,24100.0,Felix Zwayer,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,Borussia Verein fÃ¼r LeibesÃ¼bungen 1900 MÃ¶nchengladbach,02:02:00,domestic_league,3058467_124732,124732.0,2018-09-29,John Anthony Brooks,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3058478.0,L1,2018.0,8. Matchday,2018-10-20,0.0,2.0,16.0,3.0,Domenico Tedesco,Florian Kohfeldt,Veltins-Arena,62271.0,Christian Dingert,FC Schalke 04,Sportverein Werder Bremen von 1899,00:02:00,domestic_league,3058478_332697,332697.0,2018-10-20,Weston McKennie,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3080391.0,SC1,2018.0,33. Matchday,2019-04-06,0.0,0.0,1.0,9.0,Neil Lennon,Gary Holt,Celtic Park,58850.0,Euan Anderson,The Celtic Football Club,Livingston Football Club,00:00:00,domestic_league,3080391_370846,370846.0,2019-04-06,Timothy Weah,SC1,0.0,0.0,0.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3099270.0,BE1,2018.0,14. Matchday,2018-11-03,1.0,1.0,1.0,2.0,Philippe Clement,Ivan Leko,Cegeka Arena,22971.0,Lawrence Visser,Koninklijke Racing Club Genk,Club Brugge Koninklijke Voetbalvereniging,01:01:00,domestic_league,3099270_242284,242284.0,2018-11-03,Ethan Horvath,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,3141162.0,NL1,2018.0,29. Matchday,2019-04-07,5.0,0.0,11.0,14.0,Jaap Stam,RenÃ© Eijer,MACÂ³PARK stadion,13334.0,Dennis Higler,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,Fortuna Sittardia Combinatie,05:00:00,domestic_league,3141162_336160,336160.0,2019-04-07,Andrija Novakovich,NL1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,3194825.0,GB1,2019.0,1. Matchday,2019-08-11,4.0,0.0,2.0,19.0,Ole Gunnar Solskjaer,Frank Lampard,Old Trafford,73620.0,Anthony Taylor,Manchester United Football Club,Chelsea Football Club,04:00:00,domestic_league,3194825_315779,315779.0,2019-08-11,Christian Pulisic,GB1,0.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3203473.0,L1,2019.0,5. Matchday,2019-09-22,2.0,2.0,9.0,3.0,Adi HÃ¼tter,Lucien Favre,Commerzbank Arena,51500.0,Markus Schmidt,Eintracht Frankfurt FuÃŸball AG,Borussia Dortmund,02:02:00,domestic_league,3203473_49723,49723.0,2019-09-22,Timothy Chandler,L1,1.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3203538.0,L1,2019.0,12. Matchday,2019-11-23,0.0,4.0,16.0,3.0,Friedhelm Funkel,Hansi Flick,MERKUR SPIEL-ARENA,53000.0,Frank Willenborg,Fortuna DÃ¼sseldorf,FC Bayern MÃ¼nchen,00:04:00,domestic_league,3203538_221624,221624.0,2019-11-23,Zack Steffen,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3203613.0,L1,2019.0,21. Matchday,2020-02-09,0.0,0.0,1.0,2.0,Hansi Flick,Julian Nagelsmann,Allianz Arena,75000.0,Marco Fritz,FC Bayern MÃ¼nchen,RasenBallsport Leipzig,00:00:00,domestic_league,3203613_332705,332705.0,2020-02-09,Tyler Adams,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3203669.0,L1,2019.0,27. Matchday,2020-05-23,0.0,2.0,6.0,2.0,Oliver Glasner,Lucien Favre,Volkswagen Arena,25175.923076923078,Daniel Siebert,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,Borussia Dortmund,00:02:00,domestic_league,3203669_124732,124732.0,2020-05-23,John Anthony Brooks,L1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,3291985.0,EL,2019.0,intermediate stage 1st leg,2020-02-20,2.0,0.0,N/A,N/A,Pepe BordalÃ¡s,Erik ten Hag,Coliseum Alfonso PÃ©rez,14039.0,Ruddy Buquet,Getafe Club de FÃºtbol S.A.D. Team Dubai,AFC Ajax Amsterdam,02:00:00,international_cup,3291985_361104,361104.0,2020-02-20,SergiÃ±o Dest,EL,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3332668.0,DFB,2019.0,Semi-Finals,2020-06-10,2.0,1.0,N/A,N/A,Hansi Flick,Adi HÃ¼tter,Allianz Arena,73982.88,Marco Fritz,FC Bayern MÃ¼nchen,Eintracht Frankfurt FuÃŸball AG,02:01:00,domestic_cup,3332668_49723,49723.0,2020-06-10,Timothy Chandler,DFB,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3394572.0,FR1,2020.0,2. Matchday,2020-08-30,0.0,1.0,16.0,6.0,David Guion,Christophe Galtier,Stade Auguste-Delaune,3614.0,StÃ©phanie Frappart,Stade de Reims,Lille Olympique Sporting Club Lille MÃ©tropole,00:01:00,domestic_league,3394572_370846,370846.0,2020-08-30,Timothy Weah,FR1,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3412908.0,L1,2020.0,2. Matchday,2020-09-26,2.0,0.0,2.0,10.0,Heiko Herrlich,Lucien Favre,WWK ARENA,6000.0,Martin Petersen,FC Augsburg 1907,Borussia Dortmund,02:00:00,domestic_league,3412908_504215,504215.0,2020-09-26,Giovanni Reyna,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2224710.0,DK1,2012.0,27. Matchday,2013-04-14,4.0,0.0,6.0,3.0,Jess Thorup,Colin Todd,Blue Water Arena,7420.0,Jens Maae,Esbjerg fB,Randers Fodbold Club,04:00:00,domestic_league,2224710_46472,46472.0,2013-04-14,Charlie Davies,DK1,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2224724.0,DK1,2012.0,32. Matchday,2013-05-16,1.0,0.0,3.0,1.0,Colin Todd,Ariel Jacobs,Cepheus Park Randers,5177.0,Henning Jensen,Randers Fodbold Club,Football Club KÃ¸benhavn,01:00:00,domestic_league,2224724_46472,46472.0,2013-05-16,Charlie Davies,DK1,0.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3097961.0,CL,2018.0,Group D,2018-09-18,1.0,1.0,N/A,N/A,Domenico Tedesco,SÃ©rgio ConceiÃ§Ã£o,Veltins-Arena,45755.0,JesÃºs Gil Manzano,FC Schalke 04,Futebol Clube do Porto,01:01:00,international_cup,3097961_332697,332697.0,2018-09-18,Weston McKennie,CL,0.0,0.0,0.0,1.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3136376.0,BE1,2018.0,22. Matchday,2019-01-20,0.0,1.0,2.0,7.0,Ivan Leko,Felice MazzÃ¹,Jan-Breydel-Stadion,26250.0,Alexandre Boucaut,Club Brugge Koninklijke Voetbalvereniging,Royal Charleroi Sporting Club,00:01:00,domestic_league,3136376_242284,242284.0,2019-01-20,Ethan Horvath,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,3203663.0,L1,2019.0,26. Matchday,2020-05-16,0.0,0.0,16.0,18.0,Uwe RÃ¶sler,Steffen Baumgart,MERKUR SPIEL-ARENA,43832.73333333333,Frank Willenborg,Fortuna DÃ¼sseldorf,SC Paderborn 07,00:00:00,domestic_league,3203663_58500,58500.0,2020-05-16,Alfredo Morales,L1,0.0,0.0,0.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,3210351.0,DK1,2019.0,11. Matchday,2019-09-27,2.0,1.0,9.0,11.0,Christian Nielsen,Peter SÃ¶rensen,Lyngby Stadion,3093.0,Jakob Alexander Sundberg,Lyngby Boldklubben af 1921,Hobro IK,02:01:00,domestic_league,3210351_381187,381187.0,2019-09-27,Emmanuel Sabbi,DK1,1.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,3216680.0,BE1,2019.0,2. Matchday,2019-08-02,6.0,0.0,1.0,15.0,Philippe Clement,Marc Brys,Jan-Breydel-Stadion,24600.0,Nicolas Laforge,Club Brugge Koninklijke Voetbalvereniging,Koninklijke Sint-Truidense Voetbalvereniging,06:00:00,domestic_league,3216680_242284,242284.0,2019-08-02,Ethan Horvath,BE1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,3450553.0,NL1,2020.0,2. Matchday,2020-09-20,3.0,0.0,2.0,18.0,Erik ten Hag,Fred Grim,Johan Cruijff ArenA,12000.0,Bas Nijhuis,AFC Ajax Amsterdam,Rooms Katholieke Combinatie Waalwijk,03:00:00,domestic_league,3450553_361104,361104.0,2020-09-20,SergiÃ±o Dest,NL1,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2224651.0,DK1,2012.0,17. Matchday,2012-11-16,0.0,2.0,5.0,2.0,Peter SÃ¶rensen,Kasper Hjulmand,Ceres Park,7243.0,Henning Jensen,Aarhus Gymnastik Forening,Fodbold Club NordsjÃ¦lland,00:02:00,domestic_league,2224651_119169,119169.0,2012-11-16,Aron JÃ³hannsson,DK1,0.0,0.0,0.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2224671.0,DK1,2012.0,32. Matchday,2013-05-16,4.0,0.0,10.0,2.0,Auri Skarbalius,Kasper Hjulmand,BrÃ¸ndby Stadion,21186.0,Mads-Kristoffer Kristoffersen,BrÃ¸ndby IdrÃ¦tsforening,Fodbold Club NordsjÃ¦lland,04:00:00,domestic_league,2224671_161244,161244.0,2013-05-16,Conor O'Brien,DK1,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3058426.0,L1,2018.0,2. Matchday,2018-09-01,1.0,3.0,16.0,2.0,Heiko Herrlich,Bruno Labbadia,BayArena,26247.0,Sven Jablonski,Bayer 04 Leverkusen FuÃŸball,Verein fÃ¼r LeibesÃ¼bungen Wolfsburg,01:03:00,domestic_league,3058426_124732,124732.0,2018-09-01,John Anthony Brooks,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,3058445.0,L1,2018.0,4. Matchday,2018-09-21,0.0,0.0,17.0,9.0,Tayfun Korkut,Friedhelm Funkel,Mercedes-Benz Arena,54410.0,Robert Hartmann,Verein fÃ¼r Bewegungsspiele Stuttgart 1893,Fortuna DÃ¼sseldorf,00:00:00,domestic_league,3058445_58500,58500.0,2018-09-21,Alfredo Morales,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3058632.0,L1,2018.0,24. Matchday,2019-03-03,5.0,1.0,16.0,17.0,Markus Weinzierl,Thomas Doll,Mercedes-Benz Arena,55781.0,Bastian Dankert,Verein fÃ¼r Bewegungsspiele Stuttgart 1893,Hannover 96,05:01:00,domestic_league,3058632_72519,72519.0,2019-03-03,Bobby Wood,L1,0.0,0.0,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,3210341.0,DK1,2019.0,10. Matchday,2019-09-22,2.0,1.0,5.0,8.0,Flemming Pedersen,Jacob Friis,Right to Dream Park,3031.0,Morten Krogh,Fodbold Club NordsjÃ¦lland,Aalborg BK,02:01:00,domestic_league,3210341_542776,542776.0,2019-09-22,Jonathan Amon,DK1,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
